id,genre_ids,original_language,overview,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime
752623,"{28,12,35}",en,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",78.21,2022-03-24,The Lost City,6.6,3164,74000000.0,192907684.0,112
166426,"{12,28,14}",en,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",78.146,2017-05-23,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,11334,230000000.0,795900000.0,128
404368,"{10751,16,35,12}",en,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",77.905,2018-11-20,Ralph Breaks the Internet,7.2,7118,175000000.0,529323962.0,112
1032948,"{27,53,14,878,80,9648}",en,"Unveiled through a made-for-TV documentary, five chilling tales of found footage horror emerge to take viewers on a gore-filled journey through the grim underbelly of the forgotten 1980s.",77.801,2023-09-22,V/H/S/85,6.4,94,0.0,0.0,110
372058,"{10749,16,18}",ja,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",77.678,2016-08-26,Your Name.,8.5,10630,0.0,358000000.0,106
680,"{53,80}",en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",77.662,1994-09-10,Pulp Fiction,8.5,26382,8500000.0,213900000.0,154
1064517,{28},es,"Upon the empire’s fall to invading conquistadors, the 16th-century Incas quickly concealed a sacred manual containing the secrets behind their deadly fighting technique. But after centuries of careful safeguarding, the manual is again at risk of falling into the wrong hands, leaving its rightful guardian to battle the world’s greatest assassins to protect the ancient secrets within.",77.661,2023-04-04,Fist of the Condor,7.5,59,0.0,0.0,85
652,"{12,36,10752,28}",en,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",77.385,2004-05-13,Troy,7.2,9546,175000000.0,497400000.0,163
614934,"{18,10402}",en,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",77.34,2022-06-22,Elvis,7.6,2911,85000000.0,288670284.0,159
11036,"{10749,18}",en,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",77.293,2004-06-25,The Notebook,7.9,10815,29000000.0,115600000.0,123
751237,"{27,9648}",en,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",77.27,2022-03-18,Umma,5.4,252,0.0,2118582.0,83
497698,"{28,12,878}",en,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",77.255,2021-07-07,Black Widow,7.3,9509,200000000.0,379751131.0,134
508965,"{16,10751,12,35,14}",en,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",74.875,2019-11-08,Klaus,8.3,3721,0.0,0.0,96
1930,"{28,12,878}",en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",77.206,2012-06-23,The Amazing Spider-Man,6.7,16566,215000000.0,757930663.0,136
18239,"{12,14,18,10749}",en,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",77.16,2009-11-18,The Twilight Saga: New Moon,6.0,8748,50000000.0,709827462.0,131
10144,"{16,10751,14}",en,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,77.157,1989-11-17,The Little Mermaid,7.4,7447,40000000.0,211343479.0,83
370172,"{28,12,53}",en,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",77.03,2021-09-29,No Time to Die,7.4,5679,250000000.0,774153007.0,163
481848,"{12,10751,18}",en,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",76.971,2020-02-19,The Call of the Wild,7.6,3474,109000000.0,111200000.0,100
945729,"{9648,53,80}",en,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",76.929,2023-09-13,A Haunting in Venice,6.7,1608,60000000.0,121400000.0,104
675445,"{16,10751,12,35}",en,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,76.917,2021-08-09,PAW Patrol: The Movie,7.4,1174,26000000.0,144327371.0,86
332662,"{53,27,878}",en,"Reincarnation goes horribly wrong releasing dark forces across time. Basia accesses parts of her mind that should never be tampered with. Past lives merge with present as her reality becomes distorted, she fights for her very existence.",76.869,2014-11-01,The Scopia Effect,5.5,15,0.0,0.0,130
370663,"{18,10749}",en,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,76.835,2017-02-10,Below Her Mouth,6.8,1072,0.0,33673.0,92
10193,"{16,10751,35}",en,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",76.825,2010-06-16,Toy Story 3,7.8,13967,200000000.0,1066970000.0,103
669525,{99},en,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",76.679,2020-01-29,Night on Earth: Shot in the Dark,5.9,12,0.0,0.0,59
136799,"{10751,16,14,12,35,10402}",en,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",76.642,2016-10-13,Trolls,6.7,3393,125000000.0,346900000.0,92
545611,"{28,12,878}",en,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",76.606,2022-03-24,Everything Everywhere All at Once,7.8,5560,25000000.0,139200000.0,140
12,"{16,10751}",en,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",76.575,2003-05-30,Finding Nemo,7.8,18325,94000000.0,940335536.0,100
458156,"{28,53,80}",en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",76.482,2019-05-15,John Wick: Chapter 3 - Parabellum,7.4,9942,55000000.0,326709727.0,131
419680,{35},en,Brad and Dusty must deal with their intrusive fathers during the holidays.,76.482,2017-11-09,Daddy's Home 2,6.3,2399,69000000.0,180613180.0,100
38365,{35},en,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",76.445,2010-06-24,Grown Ups,6.4,5681,80000000.0,271430189.0,102
122906,"{18,10749,14}",en,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",76.408,2013-09-04,About Time,7.9,7932,12000000.0,87100449.0,123
642885,"{14,35,10751}",en,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",76.269,2022-09-30,Hocus Pocus 2,7.3,1520,30000000.0,0.0,107
775244,"{28,12,878}",ar,"An engineering college student invents the first of its kind robot in the Middle East, in an attempt to avenge his father's death and achieve justice, which gets him pursued by the authorities.",76.241,2021-08-11,Mousa,6.8,25,0.0,0.0,101
966220,"{10752,28,18}",uk,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",76.216,2022-05-03,Sniper: The White Raven,7.6,581,1000000.0,0.0,120
310,"{14,35}",en,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.",76.17,2003-05-23,Bruce Almighty,6.7,10159,80000000.0,484600000.0,101
10908,"{28,18,10749}",en,"Eddie Lomax (Jean-Claude Van Damme) is a drifter who has been in a suicidal funk since the death of his close friend Johnny (Danny Trejo). Riding his motorcycle into a small desert town where Johnny once lived, Lomax is confronted by a gang of toughs, who beat him and steal his bike. However, Lomax is not a man to take an injustice lying down, and soon he begins exacting a violent revenge on the men who stole his motorcycle, with local handyman Jubal Early (Pat Morita) lending a hand and several area ladies offering aid and comfort.",76.05,1999-09-25,Inferno,6.1,284,15000000.0,0.0,95
558915,{18},en,"A decades-spanning tale of love and resilience and of one woman's journey to independence. Celie faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",75.97,2023-12-25,The Color Purple,8.4,17,95000000.0,47200000.0,141
820232,"{28,16,14}",ja,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",75.949,2019-03-29,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,7.9,178,0.0,0.0,105
10674,"{16,10751,12}",en,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",75.919,1998-06-18,Mulan,7.9,9076,90000000.0,304320254.0,88
1139087,"{16,10751,14,35}",en,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",75.868,2023-09-24,Once Upon a Studio,8.4,271,0.0,0.0,9
605886,{53},en,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,75.813,2023-04-06,To Catch a Killer,7.0,678,0.0,200221.0,119
739405,"{28,53,35}",en,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,75.798,2023-01-04,Operation Fortune: Ruse de Guerre,6.6,1164,50000000.0,37800000.0,114
693134,"{12,18,878}",en,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",75.78,2024-02-28,Dune: Part Two,0.0,0,0.0,0.0,166
345940,"{28,878,27}",en,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",75.551,2018-08-09,The Meg,6.3,7208,150000000.0,530517320.0,113
70160,"{878,12,14}",en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",75.407,2012-03-12,The Hunger Games,7.2,21033,75000000.0,694394724.0,142
779782,"{14,35,12,18}",en,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,75.358,2022-10-19,The School for Good and Evil,7.1,1083,0.0,0.0,146
1030987,"{28,53}",en,"After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",75.25,2023-07-20,Sympathy for the Devil,6.3,143,0.0,0.0,90
232672,"{35,10749}",en,"After a divorced mom and widowed dad have a disastrous blind date and part ways, they unknowingly end up having to share the same romantic suite at an African resort for families during spring break.",75.239,2014-05-21,Blended,6.9,3290,40000000.0,128000000.0,117
10229,"{18,10749}",en,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",75.145,2002-01-25,A Walk to Remember,7.7,3838,11800000.0,47494916.0,101
975,"{18,10752,36}",en,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,75.083,1957-10-25,Paths of Glory,8.3,2668,935000.0,0.0,88
27449,{18},en,"A young woman uses her body and her sexuality to help her climb the social ladder, but soon begins to wonder if her new status will ever bring her happiness.",75.024,1933-07-13,Baby Face,7.3,103,187000.0,451000.0,76
209112,"{28,12,14}",en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",74.995,2016-03-23,Batman v Superman: Dawn of Justice,6.0,17281,250000000.0,873637528.0,152
321612,"{10751,14,10749}",en,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,74.735,2017-03-16,Beauty and the Beast,7.0,14996,160000000.0,1266115964.0,129
988078,"{10749,18,35}",es,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",74.67,2023-06-23,Through My Window: Across the Sea,6.5,614,0.0,0.0,110
413393,"{99,14}",en,"Retrospective documentary on the making of the cult classic ""Willy Wonka & the Chocolate Factory.""",74.535,2001-11-13,Pure Imagination: The Story of 'Willy Wonka & the Chocolate Factory',6.8,17,0.0,0.0,30
812225,"{16,14,28,12}",ja,"As a lionhearted boy who can’t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",74.391,2023-06-16,Black Clover: Sword of the Wizard King,8.2,225,0.0,0.0,113
1013860,"{28,35,14,80}",en,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",74.299,2022-11-15,R.I.P.D. 2: Rise of the Damned,6.4,534,0.0,0.0,102
1121575,"{16,878,28,12}",en,"Travel across the galaxy with John Sheridan as he unexpectedly finds himself transported through multiple timelines and alternate realities in a quest to find his way back home. Along the way he reunites with some familiar faces, while discovering cosmic new revelations about the history, purpose, and meaning of the Universe.",74.28,2023-08-15,Babylon 5: The Road Home,6.9,57,0.0,0.0,80
845844,"{878,28,53}",en,An alien visitor must race against time to reach his extraction point after his UFO is forced to crash down on Earth.,74.191,2021-06-29,Extraction Point,5.4,37,0.0,0.0,73
11324,"{18,53,9648}",en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",74.168,2010-02-14,Shutter Island,8.2,22719,80000000.0,294800000.0,138
39323,"{16,28,878,18,14}",ja,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.",74.123,1990-10-17,Dragon Ball Z: Bardock - The Father of Goku,7.5,623,0.0,0.0,48
8355,"{16,35,10751,12}",en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",74.104,2009-06-26,Ice Age: Dawn of the Dinosaurs,6.7,7819,90000000.0,886686817.0,94
1214784,"{53,10749}",tl,"A girl tries to regain her memory, and her former friend tries to help her, but not everything is as it seems.",73.955,2023-12-29,Hibang,0.0,0,0.0,0.0,109
138103,"{28,12,53}",en,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",73.952,2014-08-07,The Expendables 3,6.2,4708,95000000.0,214700000.0,126
624860,"{878,28,12}",en,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",73.916,2021-12-16,The Matrix Resurrections,6.5,5219,190000000.0,156497322.0,147
1221118,{35},es,"Miguel, a successful man, ends up in jail, unjustly accused of money laundering. His sentence completed, with empty pockets and nowhere to go, Miguel returns to his old neighborhood. There, he encounters his childhood friends, who continue playing futsal, never winning a match. Miguel decides to coach them, leading them to victory. On the way, he discovers the unexpected consequences of success.",73.896,2023-12-21,How to Succeed at Losing,7.3,8,0.0,0.0,98
813477,"{28,18,878}",ja,"A man forced to bear power and stripped of humanity. A woman skeptical of happiness. Takeshi Hongo, an Augmentation made by SHOCKER, and Ruriko Midorikawa, a rebel of the organization, escape while fighting off assassins. What’s justice? What’s evil? Will this violence end? Despite his power, Hongo tries to remain human. Along with freedom, Ruriko has regained a heart. What paths will they choose?",73.874,2023-03-17,Shin Kamen Rider,7.0,227,0.0,15800000.0,121
294254,"{878,28,53,12}",en,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",73.844,2015-09-09,Maze Runner: The Scorch Trials,6.7,9799,61000000.0,312296056.0,131
429,{37},it,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",73.742,1966-12-22,"The Good, the Bad and the Ugly",8.5,7973,1200000.0,38900000.0,161
91314,"{878,28,12}",en,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",73.666,2014-06-25,Transformers: Age of Extinction,5.9,7704,210000000.0,1104100000.0,165
945675,{18},zh,"A high school student suffers from a strange amnesia, causing her memories to only last a week. After she befriends a new student, his kindness and persistence make her gradually open up.",73.571,2022-06-18,One Week Friends,5.7,112,0.0,0.0,106
1065671,"{16,28,12,878}",en,This is an alien invasion film like no other – the aliens are miniature but still want to take over the world!,73.551,2023-05-26,Headspace,4.3,3,0.0,0.0,85
109439,{35},en,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",68.766,2013-05-23,The Hangover Part III,6.2,8224,103000000.0,362000072.0,100
818397,"{28,53,80}",en,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",73.545,2022-04-28,Memory,6.9,1336,30000000.0,13900000.0,114
297762,"{28,12,14}",en,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,73.543,2017-05-30,Wonder Woman,7.2,19162,149000000.0,822854286.0,141
87101,"{878,28,53,12}",en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",73.437,2015-06-23,Terminator Genisys,5.9,7983,155000000.0,440603537.0,126
62177,"{16,12,35,10751,28,14}",en,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",73.342,2012-06-21,Brave,7.0,12752,185000000.0,539000000.0,93
246655,"{28,12,878,14}",en,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",73.24,2016-05-18,X-Men: Apocalypse,6.5,12352,178000000.0,543934787.0,144
98566,"{878,28,12,35}",en,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",73.2,2014-08-07,Teenage Mutant Ninja Turtles,5.9,6478,125000000.0,485000000.0,101
926967,"{9648,53,80}",de,"28-year-old Anja Grimm takes up an internship in the part of the Bavarian Forest where her father had disappeared when she was eight years old. Her attempts to find out what happened to her father are met with reserve and hostility from the local villagers, and she slowly starts to discover something terrible.",73.179,2022-02-17,The Silent Forest,6.1,17,0.0,0.0,95
1070802,"{53,28,9648}",en,"During a crack epidemic two narcotics agents hunting for a cop killer. Hoping for leads, Moran and Thorton pay off a junkie informant. To provide for his wife and son, Moran involves the stool pigeon in a deadly scheme. This causes the partners to come under the scrutiny of a suspicious internal affairs agent.",73.175,2023-06-27,Confidential Informant,6.2,99,0.0,0.0,88
1135229,"{28,53,27}",en,"An ancient cult embroiled in a sinister blood trade makes the deadly mistake of abducting a young woman with a violent, shocking past.",73.114,2023-09-14,I Am Rage,6.8,26,0.0,0.0,89
190859,"{10752,28}",en,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",73.054,2014-12-25,American Sniper,7.4,12277,58800000.0,542300000.0,133
68721,"{28,12,878}",en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",73.054,2013-04-18,Iron Man 3,6.9,21317,200000000.0,1215577205.0,130
268896,"{28,14,878,12}",en,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",72.982,2018-03-21,Pacific Rim: Uprising,6.1,4603,150000000.0,290061297.0,111
28468,"{18,10749}",it,"Art professor Nino Rolfe attempts to break down his wife Teresa's conventional modesty. Noticing her affection for their daughter's fiancé, Nino instigates her sexual interest in him - setting off a chain of unexpected events and emotional complications...",72.741,1983-10-19,The Key,6.0,362,0.0,0.0,110
296271,"{27,14,878,53}",en,"A powerful biotech company has breakthrough technology allowing them to clone history’s most influential people with just a few fragments of DNA. Behind this company is a cabal of Satanists that steals the shroud of Christ, putting them in possession of Jesus’ DNA. The clone will serve as the ultimate offering to the devil. The Archangel Michael comes to earth and will stop at nothing to end the devil’s conspiracy.",72.64,2023-01-13,The Devil Conspiracy,6.5,330,0.0,0.0,111
98,"{28,18,12}",en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",72.576,2000-05-04,Gladiator,8.2,17330,103000000.0,465361176.0,155
1150537,"{16,28,14,12}",en,"On the heels of successfully escaping a deadly digital trap, the members of the Justice League emerge in their own world to discover that Grimm, ravenous creatures from Remnant, have overtaken Earth! In order to defeat the monsters, they must call on their new friends – Team RWBY – for help!",72.531,2023-10-17,"Justice League x RWBY: Super Heroes & Huntsmen, Part Two",7.6,16,0.0,0.0,75
531219,"{10751,35,14}",en,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",72.527,2020-10-26,Roald Dahl's The Witches,6.4,2638,0.0,29303571.0,106
564,"{12,28,14}",en,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,72.452,1999-04-16,The Mummy,6.9,8478,80000000.0,415885488.0,124
